lead_id,team_name,user_name,user_email,customer_name,customer_email,customer_phone,customer_cpf,source,subject,lead_created_at,first_interaction_at,negotiation_importance,negotiation_stage,negotiation_status,is_open,negotiation_created_at,negotiation_updated_at,finalization_reason
462,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 462,cliente_462@provedor.com.br,11953218903,89770972284,Indicação,Interesse no Produto Ref: 1180,2025-05-21 21:52:35,2025-05-22 00:23:35,frio,Enviou proposta,Finalizado com venda,FALSE,2025-05-21 21:52:35,2025-05-28 00:23:35,Sucesso / Venda Concluída
463,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 463,cliente_463@provedor.com.br,11980768770,07926382229,WhatsApp,Interesse no Produto Ref: 9631,2025-12-07 05:16:35,2025-12-07 07:53:35,morno,Teste drive,Em negociação,TRUE,2025-12-07 05:16:35,2025-12-09 07:53:35,
464,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 464,cliente_464@provedor.com.br,11989758279,96552204306,Indicação,Interesse no Produto Ref: 2127,2025-04-21 16:18:35,2025-04-21 19:41:35,frio,Teste drive,Aberto,TRUE,2025-04-21 16:18:35,2025-05-02 19:41:35,
465,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 465,cliente_465@provedor.com.br,11933862362,10126815567,Indicação,Interesse no Produto Ref: 7242,2025-06-09 19:38:35,2025-06-09 22:13:35,morno,Teste drive,Finalizado sem venda,FALSE,2025-06-09 19:38:35,2025-06-17 22:13:35,Sem estoque
466,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 466,cliente_466@provedor.com.br,11994757757,01400672017,Facebook,Interesse no Produto Ref: 6955,2025-11-21 07:17:35,2025-11-21 11:46:35,quente,Contato inicial,Aberto,TRUE,2025-11-21 07:17:35,2025-12-01 11:46:35,
467,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 467,cliente_467@provedor.com.br,11906527370,26558812932,Mercado Livre,Interesse no Produto Ref: 5226,2025-07-13 19:11:35,2025-07-13 21:25:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2025-07-13 19:11:35,2025-07-18 21:25:35,Sucesso / Venda Concluída
468,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 468,cliente_468@provedor.com.br,11955753012,86594740652,Instagram,Interesse no Produto Ref: 4277,2025-05-09 15:14:35,2025-05-09 15:31:35,morno,Aguardando pagamento,Em negociação,TRUE,2025-05-09 15:14:35,2025-05-13 15:31:35,
469,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 469,cliente_469@provedor.com.br,11944331599,75211179975,Facebook,Interesse no Produto Ref: 4690,2025-08-08 13:01:35,2025-08-08 17:03:35,morno,Teste drive,Aberto,TRUE,2025-08-08 13:01:35,2025-08-23 17:03:35,
470,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 470,cliente_470@provedor.com.br,11964763477,79398637871,Instagram,Interesse no Produto Ref: 1172,2026-01-13 09:03:35,2026-01-13 09:57:35,frio,Enviou proposta,Em negociação,TRUE,2026-01-13 09:03:35,2026-01-19 09:57:35,
471,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 471,cliente_471@provedor.com.br,11924119983,63179899241,Loja Física,Interesse no Produto Ref: 5645,2025-05-21 10:02:35,2025-05-21 13:17:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-05-21 10:02:35,2025-06-05 13:17:35,
472,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 472,cliente_472@provedor.com.br,11948876329,55248405256,Facebook,Interesse no Produto Ref: 9606,2025-03-30 16:19:35,2025-03-30 17:12:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2025-03-30 16:19:35,2025-04-01 17:12:35,Comprou em outra loja
473,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 473,cliente_473@provedor.com.br,11998605476,74402549382,Indicação,Interesse no Produto Ref: 1706,2025-11-10 21:36:35,2025-11-11 00:15:35,morno,Enviou proposta,Finalizado com venda,FALSE,2025-11-10 21:36:35,2025-11-18 00:15:35,Sucesso / Venda Concluída
474,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 474,cliente_474@provedor.com.br,11950536300,34893628268,Mercado Livre,Interesse no Produto Ref: 3757,2025-04-17 09:43:35,2025-04-17 12:37:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-04-17 09:43:35,2025-04-21 12:37:35,Sucesso / Venda Concluída
475,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 475,cliente_475@provedor.com.br,11971819518,23771985016,Indicação,Interesse no Produto Ref: 4013,2025-08-20 23:26:35,2025-08-21 04:13:35,frio,Contato inicial,Aberto,TRUE,2025-08-20 23:26:35,2025-08-22 04:13:35,
476,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 476,cliente_476@provedor.com.br,11939926576,11841027839,WhatsApp,Interesse no Produto Ref: 8726,2026-02-09 01:54:35,2026-02-09 02:45:35,quente,Teste drive,Aberto,TRUE,2026-02-09 01:54:35,2026-02-19 02:45:35,
477,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 477,cliente_477@provedor.com.br,11964354427,99560204069,Indicação,Interesse no Produto Ref: 6271,2025-08-15 22:34:35,2025-08-16 00:32:35,frio,Aguardando resposta do cliente,Aberto,TRUE,2025-08-15 22:34:35,2025-08-27 00:32:35,
478,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 478,cliente_478@provedor.com.br,11984332715,68512771791,Facebook,Interesse no Produto Ref: 4545,2026-02-08 05:10:35,2026-02-08 05:54:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2026-02-08 05:10:35,2026-02-13 05:54:35,Sucesso / Venda Concluída
479,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 479,cliente_479@provedor.com.br,11998674595,38178105609,Mercado Livre,Interesse no Produto Ref: 7184,2025-04-21 07:23:35,2025-04-21 11:28:35,frio,Aguardando pagamento,Finalizado com venda,FALSE,2025-04-21 07:23:35,2025-05-01 11:28:35,Sucesso / Venda Concluída
480,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 480,cliente_480@provedor.com.br,11929273922,30518914931,WhatsApp,Interesse no Produto Ref: 2281,2025-09-29 15:16:35,2025-09-29 17:30:35,frio,Teste drive,Aberto,TRUE,2025-09-29 15:16:35,2025-10-12 17:30:35,
481,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 481,cliente_481@provedor.com.br,11979458580,44651269181,Facebook,Interesse no Produto Ref: 7865,2026-02-26 21:50:35,2026-02-26 23:52:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2026-02-26 21:50:35,2026-03-01 23:52:35,Sem estoque
482,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 482,cliente_482@provedor.com.br,11971319518,12637375149,Facebook,Interesse no Produto Ref: 2268,2025-05-23 16:35:35,2025-05-23 19:26:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-05-23 16:35:35,2025-06-03 19:26:35,Sucesso / Venda Concluída
483,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 483,cliente_483@provedor.com.br,11932502205,46034413776,WhatsApp,Interesse no Produto Ref: 3960,2026-03-02 07:43:35,2026-03-02 10:45:35,frio,Teste drive,Em negociação,TRUE,2026-03-02 07:43:35,2026-03-09 10:45:35,
484,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 484,cliente_484@provedor.com.br,11906144108,60988259929,Facebook,Interesse no Produto Ref: 9117,2025-10-19 10:35:35,2025-10-19 13:47:35,quente,Enviou proposta,Finalizado com venda,FALSE,2025-10-19 10:35:35,2025-10-22 13:47:35,Sucesso / Venda Concluída
485,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 485,cliente_485@provedor.com.br,11928843969,23809192609,Mercado Livre,Interesse no Produto Ref: 4941,2025-04-30 13:02:35,2025-04-30 14:54:35,morno,Aguardando pagamento,Aberto,TRUE,2025-04-30 13:02:35,2025-05-07 14:54:35,
486,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 486,cliente_486@provedor.com.br,11990078206,54055793800,Facebook,Interesse no Produto Ref: 8622,2025-09-30 17:08:35,2025-09-30 21:30:35,frio,Aguardando pagamento,Em negociação,TRUE,2025-09-30 17:08:35,2025-10-04 21:30:35,
487,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 487,cliente_487@provedor.com.br,11920639677,32080724644,Loja Física,Interesse no Produto Ref: 2905,2025-09-18 16:38:35,2025-09-18 20:42:35,quente,Aguardando pagamento,Finalizado com venda,FALSE,2025-09-18 16:38:35,2025-09-26 20:42:35,Sucesso / Venda Concluída
488,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 488,cliente_488@provedor.com.br,11979779775,86378125040,WhatsApp,Interesse no Produto Ref: 5496,2025-05-08 07:39:35,2025-05-08 12:16:35,morno,Aguardando resposta do cliente,Em negociação,TRUE,2025-05-08 07:39:35,2025-05-17 12:16:35,
489,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 489,cliente_489@provedor.com.br,11986074872,89391367388,Facebook,Interesse no Produto Ref: 9000,2025-10-05 21:33:35,2025-10-05 23:12:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-10-05 21:33:35,2025-10-11 23:12:35,Sucesso / Venda Concluída
490,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 490,cliente_490@provedor.com.br,11903069423,97217525385,Loja Física,Interesse no Produto Ref: 8491,2025-05-14 02:51:35,2025-05-14 06:45:35,frio,Contato inicial,Aberto,TRUE,2025-05-14 02:51:35,2025-05-15 06:45:35,
491,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 491,cliente_491@provedor.com.br,11989955116,23445037138,Instagram,Interesse no Produto Ref: 7092,2025-12-01 00:35:35,2025-12-01 03:59:35,morno,Enviou proposta,Em negociação,TRUE,2025-12-01 00:35:35,2025-12-07 03:59:35,
492,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 492,cliente_492@provedor.com.br,11976334379,61453769487,Loja Física,Interesse no Produto Ref: 8102,2025-11-07 23:40:35,2025-11-08 00:22:35,morno,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-11-07 23:40:35,2025-11-14 00:22:35,Sucesso / Venda Concluída
493,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 493,cliente_493@provedor.com.br,11986372874,50748983512,Facebook,Interesse no Produto Ref: 7447,2025-07-23 21:35:35,2025-07-23 23:08:35,quente,Aguardando pagamento,Aberto,TRUE,2025-07-23 21:35:35,2025-08-05 23:08:35,
494,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 494,cliente_494@provedor.com.br,11944645702,85129820447,Mercado Livre,Interesse no Produto Ref: 4209,2025-04-04 02:51:35,2025-04-04 04:31:35,frio,Teste drive,Em negociação,TRUE,2025-04-04 02:51:35,2025-04-07 04:31:35,
495,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 495,cliente_495@provedor.com.br,11961529137,28598307974,Indicação,Interesse no Produto Ref: 9416,2025-09-25 13:45:35,2025-09-25 14:52:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-09-25 13:45:35,2025-09-30 14:52:35,Sucesso / Venda Concluída
496,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 496,cliente_496@provedor.com.br,11920479571,68099324218,Mercado Livre,Interesse no Produto Ref: 1721,2025-05-20 08:41:35,2025-05-20 12:07:35,morno,Teste drive,Finalizado sem venda,FALSE,2025-05-20 08:41:35,2025-05-23 12:07:35,Comprou em outra loja
497,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 497,cliente_497@provedor.com.br,11923715483,85193617566,Indicação,Interesse no Produto Ref: 2832,2025-05-24 21:24:35,2025-05-25 00:27:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2025-05-24 21:24:35,2025-06-04 00:27:35,Desistência
498,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 498,cliente_498@provedor.com.br,11969298292,05953739979,WhatsApp,Interesse no Produto Ref: 4019,2025-07-31 02:05:35,2025-07-31 04:18:35,morno,Contato inicial,Em negociação,TRUE,2025-07-31 02:05:35,2025-08-10 04:18:35,
499,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 499,cliente_499@provedor.com.br,11989422726,08531740099,Facebook,Interesse no Produto Ref: 2815,2025-03-27 00:33:35,2025-03-27 05:33:35,quente,Aguardando pagamento,Aberto,TRUE,2025-03-27 00:33:35,2025-04-03 05:33:35,
500,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 500,cliente_500@provedor.com.br,11964305689,62425059186,Facebook,Interesse no Produto Ref: 9105,2025-12-28 23:16:35,2025-12-29 00:09:35,frio,Teste drive,Finalizado com venda,FALSE,2025-12-28 23:16:35,2026-01-12 00:09:35,Sucesso / Venda Concluída
501,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 501,cliente_501@provedor.com.br,11985780146,51927917394,Loja Física,Interesse no Produto Ref: 6631,2025-12-22 21:47:35,2025-12-22 22:48:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2025-12-22 21:47:35,2026-01-02 22:48:35,
502,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 502,cliente_502@provedor.com.br,11949666753,44208915779,Instagram,Interesse no Produto Ref: 1853,2025-10-01 12:23:35,2025-10-01 13:37:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-10-01 12:23:35,2025-10-04 13:37:35,
503,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 503,cliente_503@provedor.com.br,11919591103,29628802962,Instagram,Interesse no Produto Ref: 5615,2025-09-24 06:50:35,2025-09-24 07:46:35,quente,Contato inicial,Em negociação,TRUE,2025-09-24 06:50:35,2025-09-24 07:46:35,
504,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 504,cliente_504@provedor.com.br,11976976900,93032235516,Indicação,Interesse no Produto Ref: 6162,2025-10-20 20:06:35,2025-10-21 00:15:35,morno,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-10-20 20:06:35,2025-10-26 00:15:35,Sucesso / Venda Concluída
505,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 505,cliente_505@provedor.com.br,11942975738,17012452202,Loja Física,Interesse no Produto Ref: 7713,2025-12-06 17:10:35,2025-12-06 21:54:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-12-06 17:10:35,2025-12-15 21:54:35,Sucesso / Venda Concluída
506,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 506,cliente_506@provedor.com.br,11900112400,30458313582,Loja Física,Interesse no Produto Ref: 6117,2025-05-11 14:28:35,2025-05-11 18:09:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-05-11 14:28:35,2025-05-18 18:09:35,Preço
507,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 507,cliente_507@provedor.com.br,11912127202,37316152753,Loja Física,Interesse no Produto Ref: 8883,2026-02-14 05:04:35,2026-02-14 09:28:35,morno,Teste drive,Finalizado sem venda,FALSE,2026-02-14 05:04:35,2026-02-23 09:28:35,Falta de contato
508,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 508,cliente_508@provedor.com.br,11975452166,26478422105,Indicação,Interesse no Produto Ref: 5424,2025-09-22 10:42:35,2025-09-22 12:51:35,quente,Contato inicial,Aberto,TRUE,2025-09-22 10:42:35,2025-10-06 12:51:35,
509,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 509,cliente_509@provedor.com.br,11920184397,53028400652,WhatsApp,Interesse no Produto Ref: 4514,2025-07-10 15:43:35,2025-07-10 17:10:35,morno,Enviou proposta,Aberto,TRUE,2025-07-10 15:43:35,2025-07-20 17:10:35,
510,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 510,cliente_510@provedor.com.br,11968468947,57722048590,Mercado Livre,Interesse no Produto Ref: 1847,2025-09-30 04:45:35,2025-09-30 05:40:35,morno,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-09-30 04:45:35,2025-10-01 05:40:35,Sucesso / Venda Concluída
511,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 511,cliente_511@provedor.com.br,11966701503,29411811416,Indicação,Interesse no Produto Ref: 2142,2026-03-11 15:08:35,2026-03-11 17:59:35,quente,Enviou proposta,Finalizado com venda,FALSE,2026-03-11 15:08:35,2026-03-23 17:59:35,Sucesso / Venda Concluída
512,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 512,cliente_512@provedor.com.br,11926515335,62147148836,Instagram,Interesse no Produto Ref: 4193,2025-08-07 17:40:35,2025-08-07 19:54:35,quente,Teste drive,Em negociação,TRUE,2025-08-07 17:40:35,2025-08-17 19:54:35,
513,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 513,cliente_513@provedor.com.br,11946784091,08672045905,Mercado Livre,Interesse no Produto Ref: 1325,2026-02-02 06:38:35,2026-02-02 08:11:35,quente,Enviou proposta,Aberto,TRUE,2026-02-02 06:38:35,2026-02-12 08:11:35,
514,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 514,cliente_514@provedor.com.br,11995418644,63397867535,Indicação,Interesse no Produto Ref: 2380,2026-01-20 05:38:35,2026-01-20 08:18:35,morno,Enviou proposta,Finalizado com venda,FALSE,2026-01-20 05:38:35,2026-01-31 08:18:35,Sucesso / Venda Concluída
515,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 515,cliente_515@provedor.com.br,11944844787,30051404356,Instagram,Interesse no Produto Ref: 9068,2025-06-22 00:39:35,2025-06-22 01:09:35,quente,Contato inicial,Em negociação,TRUE,2025-06-22 00:39:35,2025-06-27 01:09:35,
516,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 516,cliente_516@provedor.com.br,11984451992,98465569281,Mercado Livre,Interesse no Produto Ref: 1705,2025-08-21 18:42:35,2025-08-21 20:23:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-08-21 18:42:35,2025-08-22 20:23:35,Preço
517,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 517,cliente_517@provedor.com.br,11917522626,11115432022,Mercado Livre,Interesse no Produto Ref: 8323,2025-07-06 20:51:35,2025-07-06 23:19:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-07-06 20:51:35,2025-07-15 23:19:35,Falta de contato
518,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 518,cliente_518@provedor.com.br,11976670895,81137464343,WhatsApp,Interesse no Produto Ref: 8209,2026-02-05 17:29:35,2026-02-05 21:32:35,quente,Enviou proposta,Finalizado com venda,FALSE,2026-02-05 17:29:35,2026-02-19 21:32:35,Sucesso / Venda Concluída
519,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 519,cliente_519@provedor.com.br,11976746079,08419443493,Facebook,Interesse no Produto Ref: 8356,2025-08-12 18:44:35,2025-08-12 22:30:35,frio,Aguardando pagamento,Aberto,TRUE,2025-08-12 18:44:35,2025-08-19 22:30:35,
520,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 520,cliente_520@provedor.com.br,11921377932,59278425099,Instagram,Interesse no Produto Ref: 3263,2025-10-12 22:35:35,2025-10-12 22:54:35,morno,Enviou proposta,Em negociação,TRUE,2025-10-12 22:35:35,2025-10-25 22:54:35,
521,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 521,cliente_521@provedor.com.br,11946218868,38247760302,Indicação,Interesse no Produto Ref: 5520,2026-01-04 01:41:35,2026-01-04 04:22:35,morno,Aguardando pagamento,Finalizado sem venda,FALSE,2026-01-04 01:41:35,2026-01-05 04:22:35,Falta de contato
522,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 522,cliente_522@provedor.com.br,11918470679,22726982455,Loja Física,Interesse no Produto Ref: 5447,2025-05-16 07:08:35,2025-05-16 08:50:35,quente,Teste drive,Em negociação,TRUE,2025-05-16 07:08:35,2025-05-17 08:50:35,
523,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 523,cliente_523@provedor.com.br,11952773646,36276460816,Facebook,Interesse no Produto Ref: 6002,2026-03-12 09:46:35,2026-03-12 10:24:35,morno,Contato inicial,Finalizado sem venda,FALSE,2026-03-12 09:46:35,2026-03-23 10:24:35,Falta de contato
524,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 524,cliente_524@provedor.com.br,11975512831,40020115631,WhatsApp,Interesse no Produto Ref: 3929,2025-04-29 11:59:35,2025-04-29 15:33:35,quente,Enviou proposta,Em negociação,TRUE,2025-04-29 11:59:35,2025-05-08 15:33:35,
525,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 525,cliente_525@provedor.com.br,11968990874,38395992940,Loja Física,Interesse no Produto Ref: 4774,2025-04-04 22:50:35,2025-04-04 23:00:35,quente,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-04-04 22:50:35,2025-04-16 23:00:35,Preço
526,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 526,cliente_526@provedor.com.br,11978852155,54125568783,Mercado Livre,Interesse no Produto Ref: 1224,2026-02-10 03:59:35,2026-02-10 08:04:35,morno,Aguardando pagamento,Finalizado com venda,FALSE,2026-02-10 03:59:35,2026-02-10 08:04:35,Sucesso / Venda Concluída
527,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 527,cliente_527@provedor.com.br,11946710678,17515574316,Indicação,Interesse no Produto Ref: 8455,2025-12-11 06:47:35,2025-12-11 10:49:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-12-11 06:47:35,2025-12-23 10:49:35,Preço
528,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 528,cliente_528@provedor.com.br,11924345037,92461398725,Facebook,Interesse no Produto Ref: 1038,2026-02-07 01:51:35,2026-02-07 04:08:35,morno,Enviou proposta,Em negociação,TRUE,2026-02-07 01:51:35,2026-02-15 04:08:35,
529,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 529,cliente_529@provedor.com.br,11956106130,27949717958,Indicação,Interesse no Produto Ref: 1694,2025-05-05 16:41:35,2025-05-05 21:32:35,frio,Enviou proposta,Finalizado com venda,FALSE,2025-05-05 16:41:35,2025-05-17 21:32:35,Sucesso / Venda Concluída
530,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 530,cliente_530@provedor.com.br,11904678551,73972814788,Indicação,Interesse no Produto Ref: 9543,2025-11-04 09:11:35,2025-11-04 12:39:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-11-04 09:11:35,2025-11-17 12:39:35,Sucesso / Venda Concluída
531,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 531,cliente_531@provedor.com.br,11918632547,71510224956,Loja Física,Interesse no Produto Ref: 8422,2026-02-26 22:05:35,2026-02-27 00:42:35,quente,Enviou proposta,Finalizado sem venda,FALSE,2026-02-26 22:05:35,2026-02-27 00:42:35,Preço
532,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 532,cliente_532@provedor.com.br,11991036716,54856010782,Instagram,Interesse no Produto Ref: 5053,2025-08-27 19:28:35,2025-08-27 23:26:35,frio,Contato inicial,Aberto,TRUE,2025-08-27 19:28:35,2025-09-09 23:26:35,
533,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 533,cliente_533@provedor.com.br,11916554830,37388906047,Instagram,Interesse no Produto Ref: 8145,2025-10-24 21:18:35,2025-10-25 02:05:35,morno,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-10-24 21:18:35,2025-10-29 02:05:35,Comprou em outra loja
534,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 534,cliente_534@provedor.com.br,11938907648,85975377124,Indicação,Interesse no Produto Ref: 7884,2026-03-19 03:09:35,2026-03-19 03:57:35,quente,Teste drive,Finalizado sem venda,FALSE,2026-03-19 03:09:35,2026-03-19 03:57:35,Preço
535,Equipe PA,Consultor 10,consultor10@empresa.com.br,Cliente Exemplo 535,cliente_535@provedor.com.br,11914359611,74181194938,WhatsApp,Interesse no Produto Ref: 9023,2025-03-30 20:39:35,2025-03-30 21:13:35,quente,Teste drive,Finalizado com venda,FALSE,2025-03-30 20:39:35,2025-04-09 21:13:35,Sucesso / Venda Concluída
536,Equipe SJC,Consultor 14,consultor14@empresa.com.br,Cliente Exemplo 536,cliente_536@provedor.com.br,11909828165,65045507874,Loja Física,Interesse no Produto Ref: 2087,2025-12-10 11:48:35,2025-12-10 15:32:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-12-10 11:48:35,2025-12-18 15:32:35,Sucesso / Venda Concluída
537,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 537,cliente_537@provedor.com.br,11922123597,08189089466,Indicação,Interesse no Produto Ref: 4312,2025-11-28 18:11:35,2025-11-28 19:12:35,quente,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-11-28 18:11:35,2025-12-04 19:12:35,Sucesso / Venda Concluída
538,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 538,cliente_538@provedor.com.br,11933231097,34169677175,WhatsApp,Interesse no Produto Ref: 4822,2025-08-03 16:23:35,2025-08-03 17:09:35,frio,Aguardando pagamento,Finalizado sem venda,FALSE,2025-08-03 16:23:35,2025-08-06 17:09:35,Comprou em outra loja
539,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 539,cliente_539@provedor.com.br,11991698738,35720123547,Loja Física,Interesse no Produto Ref: 9339,2025-09-29 12:38:35,2025-09-29 15:28:35,morno,Enviou proposta,Finalizado sem venda,FALSE,2025-09-29 12:38:35,2025-10-04 15:28:35,Comprou em outra loja
540,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 540,cliente_540@provedor.com.br,11965778205,53323431274,Instagram,Interesse no Produto Ref: 2420,2025-08-16 01:10:35,2025-08-16 02:07:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-08-16 01:10:35,2025-08-19 02:07:35,Comprou em outra loja
541,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 541,cliente_541@provedor.com.br,11963239410,20831269582,Instagram,Interesse no Produto Ref: 3463,2025-07-27 10:37:35,2025-07-27 13:23:35,quente,Enviou proposta,Finalizado com venda,FALSE,2025-07-27 10:37:35,2025-08-08 13:23:35,Sucesso / Venda Concluída
542,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 542,cliente_542@provedor.com.br,11940707116,36416444118,Facebook,Interesse no Produto Ref: 7498,2025-12-08 23:41:35,2025-12-09 02:54:35,frio,Aguardando resposta do cliente,Em negociação,TRUE,2025-12-08 23:41:35,2025-12-23 02:54:35,
